TRAVMONTH,TRAVYEAR,TRAVDATE,TRAVDOW,HHID,HHSIZE,OWNDWELL,YEARSLIVED,MONTHSLIVED,BICYCLES,CARS,HHINC,HOME_SA1_2016,WDHHWGT11
8,2009,22,6,SC09H250641,1,2,0,2,0,0,700,3154823,NA
7,2009,18,6,SC09H260141,1,1,0,3,0,0,200,3141506,NA
7,2009,25,6,SC09H260206,2,2,0,5,0,0,2900,3141402,NA
9,2009,20,7,SC09H271028,2,2,3,8,0,0,1800,3141411,NA
7,2009,18,6,SC09H300113,2,1,16,0,0,0,400,3143917,NA
8,2009,1,6,SC09H310306,4,2,5,4,0,0,1475,3144111,NA
8,2009,16,7,SC09H310535,2,3,0,6,0,0,2050,3142101,NA
10,2011,22,6,SC11H010328,1,1,22,0,0,0,325,3141813,NA
10,2011,16,7,SC11H010615,2,3,1,0,0,0,900,3142618,NA
2,2012,11,6,SC12H090628,1,3,11,6,0,0,NA,3142728,NA
5,2009,23,6,BNE09H010541,3,3,7,0,0,0,200,3137339,NA
5,2009,24,7,BNE09H010542,2,3,20,8,0,0,650,3137354,NA
4,2009,25,6,BNE09H040120,2,1,29,7,0,0,900,3110336,NA
5,2009,16,6,BNE09H040406,2,1,13,0,0,0,400,3113221,NA
6,2009,14,7,BNE09H070835,2,3,1,4,0,0,1200,3131903,NA
5,2009,30,6,BNE09H080606,2,1,31,3,0,0,650,3113505,NA
5,2009,31,7,BNE09H090614,2,3,0,4,0,0,325,3111210,NA
5,2009,3,7,BNE09H110214,2,1,34,0,0,0,1000,3111723,NA
5,2009,2,6,BNE09H120227,5,3,0,4,0,0,150,3101707,NA
4,2009,25,6,BNE09H140113,3,1,12,0,0,0,1550,3102107,NA
6,2009,7,7,BNE09H140728,3,3,0,1,0,0,2950,3113711,NA
6,2009,6,6,BNE09H150720,4,3,2,1,0,0,1475,3109620,NA
6,2009,7,7,BNE09H150735,3,3,0,5,0,0,850,3109620,NA
6,2009,7,7,BNE09H170707,2,3,0,6,0,0,1000,3109613,NA
6,2009,7,7,BNE09H170714,2,3,0,5,0,0,150,3109612,NA
6,2009,6,6,BNE09H170720,3,3,0,6,0,0,0,3109612,NA
9,2009,5,6,BNE09H330813,2,3,0,2,0,0,200,3136511,NA
9,2009,5,6,BNE09H330841,2,1,13,3,0,0,400,3136506,NA
10,2011,29,6,BNE11H020456,2,3,0,4,0,0,1850,3129723,NA
11,2011,26,6,BNE11H060335,2,1,18,1,0,0,1100,3131921,NA
1,2012,22,7,BNE12H070301,3,3,0,6,0,0,2900,3112218,NA
2,2012,4,6,BNE12H080635,2,3,15,0,0,0,NA,3127429,NA
1,2012,29,7,BNE12H080743,2,3,0,2,0,0,900,3136619,NA
3,2012,11,7,BNE12H140822,2,3,0,8,0,0,NA,3113519,NA
3,2012,18,7,BNE12H150108,2,1,10,0,0,0,1000,3138802,NA
4,2012,21,6,BNE12H170728,2,3,18,7,0,0,525,3100404,NA
8,2009,23,7,GC09H460642,3,2,3,9,0,0,975,3122613,NA
8,2009,9,7,GC09H480407,2,1,9,8,0,0,400,3123121,NA
11,2011,5,6,GC11H030142,2,1,21,0,0,0,1400,3126809,NA
4,2012,15,7,GC12H170422,2,2,4,4,0,0,650,3127025,NA
7,2009,19,7,SC09H190142,2,1,16,0,0,0,650,3154306,NA
7,2009,25,6,SC09H300227,2,3,26,4,0,0,825,3142220,NA
5,2009,23,6,BNE09H010520,1,3,3,6,0,0,325,3137340,NA
5,2009,31,7,BNE09H010642,1,1,29,1,0,0,500,3136636,NA
5,2009,23,6,BNE09H020541,1,1,20,4,0,0,325,3139403,NA
6,2009,27,6,BNE09H021027,1,1,56,1,0,0,200,3137722,NA
4,2009,25,6,BNE09H030141,1,1,9,9,0,0,1450,3102506,NA
6,2009,6,6,BNE09H030734,1,3,16,2,0,0,325,3102912,NA
6,2009,14,7,BNE09H030821,1,2,0,1,0,0,900,3103912,NA
6,2009,6,6,BNE09H040713,1,1,53,10,0,0,325,3103210,NA
6,2009,14,7,BNE09H040807,1,1,63,5,0,0,325,3110101,NA
6,2009,28,7,BNE09H041007,1,3,12,0,0,0,325,3104005,NA
5,2009,30,6,BNE09H050620,1,1,33,0,0,0,75,3100319,NA
6,2009,21,7,BNE09H050914,1,1,63,5,0,0,75,3112604,NA
6,2009,28,7,BNE09H051021,1,3,2,6,0,0,500,3113202,NA
5,2009,30,6,BNE09H060620,1,3,40,4,0,0,200,3133613,NA
5,2009,24,7,BNE09H070535,1,4,14,1,0,0,200,3130815,NA
6,2009,7,7,BNE09H070707,1,3,11,6,0,0,325,3132304,NA
5,2009,3,7,BNE09H080207,1,3,20,0,0,0,325,3102110,NA
5,2009,10,7,BNE09H080314,1,1,61,8,0,0,200,3111718,NA
4,2009,26,7,BNE09H090142,1,1,3,1,0,0,325,3102014,NA
5,2009,30,6,BNE09H090634,1,3,17,0,0,0,1150,3111210,NA
6,2009,6,6,BNE09H090720,1,2,1,0,0,0,1800,3113502,NA
6,2009,7,7,BNE09H100721,1,3,15,4,0,0,200,3113506,NA
6,2009,7,7,BNE09H100742,1,3,0,2,0,0,1150,3113506,NA
6,2009,14,7,BNE09H100835,1,1,12,8,0,0,325,3109510,NA
6,2009,27,6,BNE09H101034,1,1,36,8,0,0,325,3129215,NA
5,2009,9,6,BNE09H110313,1,1,61,0,0,0,500,3105328,NA
5,2009,31,7,BNE09H120607,1,3,6,3,0,0,325,3105913,NA
5,2009,17,7,BNE09H130421,1,1,38,10,0,0,325,3105703,NA
6,2009,13,6,BNE09H130827,1,3,11,0,0,0,75,3127428,NA
5,2009,31,7,BNE09H140635,1,3,14,0,0,0,1150,3105908,NA
6,2009,14,7,BNE09H140814,1,1,12,10,0,0,0,3127429,NA
6,2009,27,6,BNE09H141013,1,3,9,5,0,0,325,3128734,NA
6,2009,7,7,BNE09H150742,1,3,5,4,0,0,500,3109619,NA
6,2009,27,6,BNE09H151027,1,1,36,0,0,0,325,3129312,NA
6,2009,27,6,BNE09H151034,1,3,19,6,0,0,325,3129312,NA
5,2009,30,6,BNE09H160627,1,1,49,6,0,0,200,3106820,NA
6,2009,6,6,BNE09H160741,1,1,55,9,0,0,325,3109610,NA
5,2009,16,6,BNE09H170406,1,3,33,11,0,0,325,3106706,NA
8,2009,1,6,BNE09H320327,1,3,15,1,0,0,325,3136507,NA
9,2009,6,7,BNE09H330821,1,3,8,6,0,0,325,3136511,NA
9,2009,20,7,BNE09H331007,1,3,4,2,0,0,200,3136533,NA
11,2011,6,7,BNE11H040515,1,1,15,0,0,0,75,3138639,NA
11,2011,26,6,BNE11H060707,1,1,58,0,0,0,325,3100314,NA
1,2012,28,6,BNE12H070606,1,2,5,8,0,0,325,3128733,NA
1,2012,29,7,BNE12H080101,1,1,15,7,0,0,500,3106709,NA
2,2012,5,7,BNE12H090429,1,1,10,8,0,0,700,3100611,NA
2,2012,11,6,BNE12H090856,1,1,27,10,0,0,200,3103816,NA
2,2012,12,7,BNE12H100136,1,3,20,0,0,0,325,3105804,NA
2,2012,18,6,BNE12H100149,1,3,6,9,0,0,200,3105804,NA
2,2012,25,6,BNE12H110121,1,1,33,6,0,0,75,3130603,NA
2,2012,25,6,BNE12H110221,1,1,14,0,0,0,700,3110320,NA
3,2012,18,7,BNE12H150501,1,3,5,5,0,0,75,3130728,NA
4,2012,15,7,BNE12H170615,1,3,19,8,0,0,75,3112008,NA
4,2012,22,7,BNE12H180437,1,1,68,0,0,0,325,3110106,NA
5,2012,6,7,BNE12H200631,1,1,40,11,0,0,325,3128307,NA
7,2009,26,7,GC09H350221,1,1,21,3,0,0,2500,3123716,NA
8,2009,16,7,GC09H350535,1,3,4,6,0,0,325,3123918,NA
9,2009,12,6,GC09H350927,1,1,27,0,0,0,325,3125314,NA
9,2009,5,6,GC09H360813,1,3,0,11,0,0,325,3125231,NA
8,2009,9,7,GC09H370442,1,1,12,0,0,0,325,3123609,NA
8,2009,23,7,GC09H370642,1,3,0,2,0,0,1150,3123509,NA
9,2009,19,6,GC09H371041,1,1,27,5,0,0,325,3125224,NA
8,2009,30,7,GC09H380742,1,3,14,10,0,0,0,3123522,NA
9,2009,5,6,GC09H400806,1,3,20,0,0,0,200,3126323,NA
9,2009,6,7,GC09H400821,1,1,15,0,0,0,325,3126323,NA
8,2009,9,7,GC09H430428,1,1,33,0,0,0,325,3122811,NA
9,2009,6,7,GC09H450821,1,3,0,2,0,0,700,3126107,NA
7,2009,18,6,GC09H480120,1,1,40,0,0,0,200,3123008,NA
3,2012,3,6,GC12H120207,1,3,0,8,0,0,NA,3124836,NA
3,2012,25,7,GC12H160443,1,1,12,5,0,0,500,3123829,NA
4,2012,15,7,GC12H170108,1,1,9,6,0,0,325,3126330,NA
4,2012,15,7,GC12H170150,1,3,8,0,0,0,500,3126330,NA
5,2012,6,7,GC12H200319,1,1,1,2,0,0,500,3124804,NA
5,2012,6,7,GC12H200337,1,3,10,3,0,0,900,3124804,NA
5,2012,6,7,GC12H200355,1,3,23,7,0,0,900,3124804,NA
7,2009,25,6,SC09H200213,1,3,13,0,0,0,500,3154308,NA
7,2009,19,7,SC09H210121,1,1,17,9,0,0,325,3142620,NA
8,2009,9,7,SC09H220414,1,3,0,9,0,0,200,3142619,NA
8,2009,15,6,SC09H220520,1,1,41,5,0,0,500,3142821,NA
8,2009,16,7,SC09H220535,1,1,27,0,0,0,1150,3142821,NA
8,2009,9,7,SC09H230435,1,1,24,0,0,0,325,3142740,NA
8,2009,22,6,SC09H230620,1,1,15,2,0,0,325,3142532,NA
8,2009,1,6,SC09H240306,1,1,40,0,0,0,325,3142816,NA
7,2009,18,6,SC09H250120,1,3,7,3,0,0,325,3141308,NA
7,2009,18,6,SC09H250127,1,3,0,8,0,0,200,3141307,NA
9,2009,19,6,SC09H281034,1,1,5,5,0,0,325,3142307,NA
9,2009,20,7,SC09H291028,1,1,14,0,0,0,0,3142314,NA
8,2009,15,6,SC09H300520,1,3,0,6,0,0,1150,3142101,NA
9,2009,13,7,SC09H300935,1,3,6,0,0,0,325,3141914,NA
8,2009,1,6,SC09H310327,1,1,7,4,0,0,200,3144106,NA
10,2011,22,6,SC11H010351,1,1,28,0,0,0,700,3141813,NA
4,2012,28,6,SC12H180142,1,3,9,5,0,0,500,3141308,NA
4,2012,28,6,SC12H180336,1,4,15,3,0,0,200,3141421,NA
4,2012,29,7,SC12H190301,1,3,2,1,0,0,200,3142102,NA
5,2012,6,7,SC12H200813,1,1,60,0,0,0,NA,3154804,NA
5,2012,12,6,SC12H200842,1,3,18,0,0,0,325,3154804,NA
6,2009,7,7,BNE09H080742,3,2,2,0,1,3,2600,3113520,NA
8,2009,30,7,BNE09H330728,3,3,0,3,3,3,2550,3136325,NA
3,2012,25,7,BNE12H160707,5,3,2,0,1,3,NA,3133321,NA
4,2012,29,7,BNE12H190536,2,2,2,0,0,3,2300,3106034,NA
10,2011,30,7,GC11H030722,4,2,4,0,0,3,2150,3126136,NA
11,2011,19,6,GC11H050514,3,2,0,6,0,3,NA,3123330,NA
6,2009,14,7,BNE09H010814,6,2,16,0,2,3,2175,3136515,NA
5,2009,9,6,BNE09H020306,4,1,19,6,4,3,2200,3138305,NA
5,2009,31,7,BNE09H020607,3,1,18,2,1,3,1850,3139111,NA
4,2009,25,6,BNE09H030134,3,2,3,4,3,3,3250,3102506,NA
5,2009,3,7,BNE09H030214,5,3,9,0,2,3,600,3103310,NA
5,2009,23,6,BNE09H030541,3,2,17,0,0,3,2425,3138713,NA
5,2009,31,7,BNE09H030635,3,2,25,6,0,3,2275,3103404,NA
5,2009,2,6,BNE09H040206,4,2,6,4,0,3,4025,3112908,NA
6,2009,7,7,BNE09H060742,4,2,9,4,0,3,975,3107801,NA
5,2009,10,7,BNE09H070307,3,1,2,0,1,3,1150,3131008,NA
5,2009,30,6,BNE09H070634,2,2,16,0,0,3,1150,3131404,NA
5,2009,17,7,BNE09H090421,4,1,30,2,1,3,3575,3105312,NA
5,2009,9,6,BNE09H110306,2,1,3,9,0,3,3650,3105325,NA
5,2009,24,7,BNE09H110528,4,3,2,0,2,3,2475,3105812,NA
5,2009,23,6,BNE09H120513,2,1,13,6,2,3,1200,3105810,NA
5,2009,9,6,BNE09H140327,3,1,13,1,1,3,1925,3106902,NA
5,2009,17,7,BNE09H150435,2,2,1,1,2,3,2300,3107005,NA
5,2009,23,6,BNE09H150506,7,2,9,10,1,3,4400,3107001,NA
5,2009,2,6,BNE09H160213,4,2,5,1,0,3,4100,3105621,NA
6,2009,6,6,BNE09H160713,5,3,0,4,6,3,3225,3109610,NA
6,2009,6,6,BNE09H160720,4,3,3,0,2,3,7000,3109610,NA
5,2009,2,6,BNE09H170206,4,1,10,0,0,3,3825,3106404,NA
7,2009,18,6,BNE09H330106,3,1,28,10,1,3,1650,3137215,NA
9,2009,12,6,BNE09H330941,3,2,2,7,2,3,3000,3136201,NA
10,2011,23,7,BNE11H020222,3,3,2,2,0,3,2150,3102514,NA
10,2011,29,6,BNE11H020407,2,1,28,0,2,3,NA,3129723,NA
10,2011,29,6,BNE11H020549,2,3,3,4,0,3,NA,3129006,NA
10,2011,30,7,BNE11H030536,4,2,4,0,2,3,NA,3131724,NA
11,2011,6,7,BNE11H040101,3,2,21,0,3,3,NA,3100503,NA
11,2011,6,7,BNE11H040715,4,3,6,2,0,3,NA,3137808,NA
11,2011,19,6,BNE11H050407,4,1,12,3,1,3,NA,3100221,NA
11,2011,26,6,BNE11H060114,3,1,20,0,0,3,NA,3102406,NA
11,2011,26,6,BNE11H060149,3,1,13,0,2,3,NA,3102406,NA
1,2012,22,7,BNE12H070807,4,2,4,1,6,3,3400,3138655,NA
2,2012,11,6,BNE12H090456,4,2,18,0,2,3,NA,3100611,NA
2,2012,25,6,BNE12H110356,4,4,21,0,2,3,NA,3136906,NA
2,2012,25,6,BNE12H110835,3,1,2,6,2,3,NA,3138417,NA
3,2012,10,6,BNE12H130235,4,2,13,0,2,3,NA,3108901,NA
3,2012,4,7,BNE12H130401,4,1,16,0,4,3,3400,3108804,NA
3,2012,10,6,BNE12H130607,5,2,4,2,3,3,4150,3101217,NA
3,2012,10,6,BNE12H130821,3,1,10,11,0,3,2300,3133240,NA
3,2012,11,7,BNE12H140543,2,4,20,0,0,3,NA,3131617,NA
3,2012,11,7,BNE12H140550,5,2,11,9,4,3,NA,3131617,NA
3,2012,11,7,BNE12H140836,4,1,50,2,0,3,NA,3113519,NA
3,2012,24,6,BNE12H150128,4,2,7,0,0,3,NA,3138802,NA
3,2012,25,7,BNE12H160149,3,1,39,10,0,3,NA,3139404,NA
4,2012,21,6,BNE12H170707,4,2,4,3,2,3,NA,3100404,NA
4,2012,15,7,BNE12H170708,5,2,7,4,2,3,NA,3100404,NA
5,2012,6,7,BNE12H200613,3,2,-3,-3,0,3,1425,3128307,NA
8,2009,9,7,GC09H340414,3,2,21,2,0,3,1700,3125402,NA
7,2009,19,7,GC09H370128,6,3,0,3,2,3,1425,3123518,NA
8,2009,15,6,GC09H370534,4,2,1,4,2,3,1900,3125641,NA
9,2009,13,7,GC09H390921,2,2,1,6,0,3,3250,3123811,NA
9,2009,12,6,GC09H400913,2,2,13,0,0,3,1600,3126318,NA
8,2009,9,7,GC09H420414,4,1,8,0,3,3,2500,3124607,NA
8,2009,1,6,GC09H430334,4,1,9,0,3,3,1350,3122830,NA
8,2009,8,6,GC09H440413,3,3,8,0,1,3,2350,3126132,NA
8,2009,30,7,GC09H440721,4,1,5,0,2,3,0,3125017,NA
8,2009,8,6,GC09H450406,2,2,6,3,0,3,1400,3124407,NA
8,2009,9,7,GC09H450442,2,3,2,0,4,3,1650,3124407,NA
9,2009,19,6,GC09H451034,3,2,7,10,0,3,1550,3126127,NA
9,2009,13,7,GC09H470907,3,1,15,0,0,3,1225,3124419,NA
8,2009,30,7,GC09H480721,4,2,5,1,0,3,2250,3124440,NA
8,2009,30,7,GC09H490742,4,2,8,6,2,3,3475,3126104,NA
9,2009,5,6,GC09H490813,4,2,1,6,1,3,4050,3126104,NA
9,2009,13,7,GC09H490928,4,3,4,3,2,3,1725,3126105,NA
10,2011,29,6,GC11H020714,3,2,13,3,3,3,2025,3123811,NA
2,2012,18,6,GC12H100321,4,3,1,5,3,3,3725,3123512,NA
2,2012,18,6,GC12H100328,4,2,10,10,2,3,NA,3123512,NA
2,2012,12,7,GC12H100343,3,3,0,6,2,3,NA,3123512,NA
3,2012,10,6,GC12H130707,5,3,1,8,5,3,NA,3124018,NA
4,2012,21,6,GC12H170814,3,2,8,0,0,3,1150,3123318,NA
4,2012,21,6,GC12H170856,4,2,7,4,1,3,NA,3123318,NA
8,2009,9,7,SC09H220435,4,1,12,0,7,3,1525,3142606,NA
9,2009,6,7,SC09H220828,5,2,13,0,5,3,1100,3154518,NA
8,2009,9,7,SC09H250442,2,1,11,0,1,3,1400,3141331,NA
7,2009,18,6,SC09H260134,3,3,2,11,1,3,2950,3141506,NA
7,2009,25,6,SC09H260241,4,2,1,4,4,3,2600,3141412,NA
8,2009,23,7,SC09H270614,2,1,11,0,2,3,2700,3141319,NA
8,2009,23,7,SC09H280628,4,2,13,6,5,3,2925,3141501,NA
8,2009,22,6,SC09H290613,4,1,20,2,0,3,1675,3142411,NA
7,2009,18,6,SC09H300141,5,2,16,0,2,3,1475,3143917,NA
1,2012,29,7,SC12H080229,3,3,0,4,1,3,NA,3142606,NA
3,2012,18,7,SC12H150336,3,1,4,6,1,3,850,3144111,NA
4,2012,28,6,SC12H180342,4,2,1,4,2,3,2575,3141421,NA
4,2012,5,6,SC12H190814,5,2,-3,-3,4,3,NA,3154833,NA
6,2009,14,7,BNE09H060807,9,2,11,0,4,3,4175,3101324,NA
6,2009,20,6,BNE09H130913,5,3,13,0,0,3,2175,3127609,NA
6,2009,28,7,BNE09H151042,3,2,15,0,2,3,3100,3129312,NA
7,2009,25,6,BNE09H310206,5,2,5,1,1,3,3550,3136705,NA
3,2012,17,6,BNE12H140135,3,2,5,0,1,3,NA,3101229,NA
8,2009,9,7,GC09H350435,4,1,4,0,3,3,1450,3125211,NA
8,2009,22,6,GC09H370627,4,2,6,6,0,3,2175,3123509,NA
8,2009,2,7,GC09H390328,3,3,3,8,2,3,1200,3154111,NA
8,2009,8,6,GC09H390420,4,1,0,11,0,3,3900,3126402,NA
8,2009,16,7,GC09H390542,4,1,38,7,0,3,3000,3124827,NA
8,2009,1,6,GC09H460341,4,3,4,5,1,3,2800,3124429,NA
7,2009,18,6,GC09H470120,4,1,7,0,0,3,1975,3123305,NA
9,2009,13,7,GC09H470914,3,1,3,3,1,3,1925,3124419,NA
10,2011,16,7,GC11H010401,4,1,12,0,0,3,3525,3125910,NA
8,2009,1,6,SC09H220306,6,1,8,0,4,3,2025,3142610,NA
8,2009,29,6,SC09H300720,3,1,15,5,0,3,3400,3141721,NA
5,2009,9,6,BNE09H010313,2,1,1,5,2,4,2300,3137318,NA
5,2009,16,6,BNE09H030427,4,1,30,1,0,4,2700,3138647,NA
5,2009,24,7,BNE09H030542,4,1,22,3,1,4,4825,3138713,NA
4,2009,25,6,BNE09H040113,5,1,23,2,0,5,3850,3110315,NA
6,2009,7,7,BNE09H110714,4,3,3,6,1,4,2100,3113523,NA
5,2009,23,6,BNE09H120534,4,3,3,0,1,4,2675,3105810,NA
5,2009,3,7,BNE09H150235,2,2,6,9,2,4,2575,3105137,NA
6,2009,21,7,BNE09H160935,4,3,16,0,1,4,2825,3130207,NA
5,2009,2,6,BNE09H170234,4,2,4,6,0,4,3450,3106406,NA
5,2009,2,6,BNE09H170241,5,2,8,0,4,4,2600,3106404,NA
8,2009,2,7,BNE09H320321,4,2,18,5,1,4,2500,3136507,NA
10,2011,30,7,BNE11H030650,4,1,21,10,2,4,NA,3100413,NA
11,2011,12,6,BNE11H040142,5,2,16,2,2,4,NA,3100503,NA
2,2012,25,6,BNE12H110107,4,2,11,2,1,4,NA,3130603,NA
2,2012,25,6,BNE12H110656,8,1,17,2,0,5,2175,3100704,NA
3,2012,17,6,BNE12H140507,3,2,7,2,0,4,NA,3131617,NA
4,2012,28,6,BNE12H180624,4,1,18,2,0,4,NA,3104602,NA
8,2009,8,6,GC09H340413,4,1,15,0,2,5,2375,3125402,NA
8,2009,9,7,GC09H360421,3,2,2,0,1,4,2850,3125232,NA
8,2009,2,7,GC09H370307,5,2,6,0,0,5,3625,3123609,NA
8,2009,15,6,GC09H370513,4,3,0,4,0,4,4300,3125641,NA
8,2009,22,6,GC09H370620,5,3,2,7,1,4,3300,3123509,NA
8,2009,9,7,GC09H380442,6,2,19,1,8,5,3400,3123526,NA
8,2009,22,6,GC09H400641,7,1,17,4,3,4,4975,3126310,NA
8,2009,30,7,GC09H420707,4,2,8,0,3,4,2575,3126719,NA
8,2009,23,7,GC09H430614,4,2,10,0,0,4,3325,3122829,NA
8,2009,23,7,GC09H430628,4,1,20,3,2,4,3675,3122829,NA
9,2009,13,7,GC09H460921,3,3,0,6,5,4,825,3122623,NA
8,2009,29,6,GC09H480720,3,2,6,2,0,4,1000,3124441,NA
9,2009,5,6,GC09H480820,2,1,2,2,0,4,1600,3123104,NA
1,2012,28,6,GC12H070436,3,1,17,3,2,4,NA,3124620,NA
1,2012,22,7,GC12H070449,2,2,25,6,0,4,1450,3124620,NA
8,2009,16,7,SC09H200535,4,2,5,0,3,4,2300,3142534,NA
9,2009,13,7,SC09H250928,5,2,0,6,0,4,4650,3154846,NA
8,2009,22,6,SC09H260613,6,1,17,8,3,4,1800,3142738,NA
9,2009,6,7,SC09H270828,4,3,2,11,3,4,2825,3141511,NA
7,2009,25,6,SC09H280227,6,2,2,2,1,4,2250,3144230,NA
8,2009,29,6,SC09H280727,4,2,11,10,0,4,2150,3142409,NA
9,2009,5,6,SC09H280834,4,2,6,1,1,4,1875,3141604,NA
8,2009,1,6,SC09H300327,5,2,1,7,4,4,3275,3142127,NA
5,2009,17,7,BNE09H010428,3,2,5,1,2,2,1850,3137529,NA
5,2009,30,6,BNE09H010634,5,2,29,7,0,2,2125,3136636,NA
6,2009,13,6,BNE09H020820,3,1,5,8,2,2,2700,3138916,NA
6,2009,21,7,BNE09H020935,3,2,7,8,1,2,1475,3139318,NA
5,2009,16,6,BNE09H040434,3,2,1,0,0,2,1225,3113220,NA
5,2009,24,7,BNE09H050514,3,1,4,3,1,2,3725,3100723,NA
5,2009,9,6,BNE09H060313,3,2,20,0,0,2,825,3133105,NA
5,2009,16,6,BNE09H060427,6,2,21,6,0,2,2500,3132906,NA
5,2009,17,7,BNE09H060442,3,1,31,5,0,2,1700,3132905,NA
5,2009,17,7,BNE09H070413,3,1,35,7,2,2,2625,3131302,NA
5,2009,16,6,BNE09H070420,4,1,11,6,4,2,5000,3131302,NA
6,2009,14,7,BNE09H070828,3,3,8,0,1,2,2150,3131905,NA
5,2009,10,7,BNE09H100335,3,2,3,4,1,2,5200,3105309,NA
6,2009,21,7,BNE09H100935,4,2,4,1,0,2,1925,3108408,NA
5,2009,16,6,BNE09H140427,3,1,8,0,2,2,2500,3107111,NA
4,2009,25,6,BNE09H150127,4,2,12,0,0,2,1175,3101606,NA
5,2009,9,6,BNE09H150320,4,2,4,4,2,2,1475,3106111,NA
5,2009,23,6,BNE09H170541,2,1,36,6,0,2,650,3107202,NA
7,2009,25,6,BNE09H310234,4,2,1,5,5,2,1225,3136705,NA
7,2009,19,7,BNE09H320114,2,2,10,0,0,2,900,3136505,NA
8,2009,1,6,BNE09H330327,2,1,18,7,0,2,2500,3137410,NA
8,2009,1,6,BNE09H330334,4,1,28,1,4,2,650,3137410,NA
10,2011,23,7,BNE11H020508,3,1,24,3,3,2,NA,3129006,NA
11,2011,12,6,BNE11H040635,3,2,19,0,1,2,1275,3128513,NA
1,2012,28,6,BNE12H070742,2,1,14,8,2,2,1000,3137107,NA
2,2012,4,6,BNE12H080149,3,2,12,8,1,2,NA,3106709,NA
2,2012,4,6,BNE12H080649,3,4,15,3,0,2,NA,3127429,NA
2,2012,11,6,BNE12H090849,3,2,12,0,2,2,NA,3103816,NA
2,2012,12,7,BNE12H100515,3,1,19,0,2,2,NA,3128903,NA
2,2012,12,7,BNE12H100529,6,2,2,10,2,2,NA,3128903,NA
2,2012,26,7,BNE12H120836,2,2,15,3,2,2,2300,3130704,NA
3,2012,4,7,BNE12H130429,3,2,1,10,4,2,NA,3108804,NA
3,2012,17,6,BNE12H140242,2,3,-3,-3,1,2,700,3103803,NA
4,2012,22,7,BNE12H180513,2,2,34,5,0,2,NA,3133513,NA
5,2012,6,7,BNE12H200749,2,2,12,2,2,2,NA,3137331,NA
9,2009,12,6,GC09H340941,5,2,11,0,1,2,1800,3125512,NA
7,2009,18,6,GC09H350127,4,2,9,0,2,2,4150,3125840,NA
7,2009,18,6,GC09H350134,5,2,6,0,4,2,2225,3125840,NA
7,2009,19,7,GC09H370135,3,3,3,1,1,2,1225,3123516,NA
8,2009,2,7,GC09H370342,3,3,1,6,0,2,1925,3123609,NA
9,2009,13,7,GC09H370921,3,2,3,6,0,2,1600,3125629,NA
9,2009,19,6,GC09H391006,4,2,3,3,2,2,2950,3123829,NA
9,2009,13,7,GC09H410935,3,1,24,0,0,2,1425,3126717,NA
8,2009,22,6,GC09H420613,3,3,0,6,1,2,700,3122401,NA
9,2009,12,6,GC09H420941,2,3,4,10,0,2,1850,3122412,NA
8,2009,2,7,GC09H430328,3,2,3,10,0,2,1850,3122830,NA
9,2009,6,7,GC09H440842,2,2,13,8,2,2,1400,3122809,NA
9,2009,12,6,GC09H440941,4,2,4,2,2,2,2625,3122822,NA
7,2009,26,7,GC09H460228,4,2,4,6,0,2,3025,3124414,NA
8,2009,15,6,GC09H470527,3,1,5,4,3,2,2000,3124512,NA
9,2009,5,6,GC09H470834,7,2,5,5,3,2,1100,3124510,NA
9,2009,13,7,GC09H470921,2,1,16,0,0,2,650,3124434,NA
8,2009,2,7,GC09H480321,4,2,19,4,2,2,1075,3124318,NA
8,2009,9,7,GC09H480414,2,2,5,8,1,2,1650,3123121,NA
10,2011,23,7,GC11H020715,4,2,7,9,3,2,NA,3123811,NA
11,2011,20,7,GC11H060536,4,2,1,6,1,2,1225,3126102,NA
7,2009,25,6,SC09H210206,4,2,2,9,4,2,2150,3142521,NA
9,2009,6,7,SC09H210821,3,3,0,10,2,2,1475,3142526,NA
8,2009,15,6,SC09H220534,2,2,0,10,0,2,3400,3142825,NA
9,2009,13,7,SC09H220935,2,1,5,0,3,2,2300,3144021,NA
9,2009,5,6,SC09H240834,3,3,2,8,2,2,775,3142715,NA
9,2009,13,7,SC09H240935,3,2,2,10,0,2,1900,3142733,NA
7,2009,26,7,SC09H260214,2,1,15,0,0,2,1475,3141402,NA
7,2009,25,6,SC09H270227,2,1,6,0,0,2,1225,3141410,NA
7,2009,26,7,SC09H280221,3,1,16,6,2,2,1150,3144223,NA
9,2009,12,6,SC09H280934,2,1,0,3,2,2,1400,3142306,NA
9,2009,12,6,SC09H290934,3,2,12,0,2,2,900,3141703,NA
7,2009,19,7,SC09H300107,4,2,3,3,0,2,825,3143921,NA
8,2009,30,7,SC09H310707,4,1,8,0,4,2,1500,3142116,NA
11,2011,6,7,SC11H040329,5,1,11,2,1,2,725,3141411,NA
6,2009,13,6,BNE09H020813,4,2,5,2,0,2,1800,3138916,NA
6,2009,27,6,BNE09H021006,1,2,2,8,1,2,1450,3137713,NA
5,2009,30,6,BNE09H040606,3,3,2,0,1,2,650,3112203,NA
6,2009,6,6,BNE09H040741,4,2,29,7,1,2,1850,3103210,NA
4,2009,25,6,BNE09H050127,1,3,0,9,1,2,2500,3108115,NA
6,2009,21,7,BNE09H070928,6,3,0,7,2,2,4350,3131602,NA
5,2009,17,7,BNE09H090414,5,1,43,9,0,2,1900,3105312,NA
